tradedate,newstitle,newslink,source,closeprice,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason
2025-09-24,変わる伝説、新たな歴史。『龍が如く 極３ / 龍が如く３外伝 Dark Ties』がNintendo Switch 2 で2026年2月12日に発売決定。ダウンロード版ソフトの予約も本日より開始。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxQcVJ5RGJaelRqZk9hdzY5MXJTMDVjT1N0M1RPUTdJSEZCWjMxa1FBZ3JHRG00QTVFZWdxeWZDeWFPYVpJT2tReUdpaEVHUnBBRkNBNHBxUkFWdnFPdXlvUjZuWHo0bVNBaTBvMXBzc09McW1QSjdlaTJxTHJwQy1yWVBfYk83Zw?oc=5,,13100.0,0.6,0.7,positive,0.6,third_party_game,"The text announces the release of a 'Yakuza' (龍が如く) game on the Nintendo Switch 2. While it is a third-party game, the announcement includes the Nintendo Switch 2, making it somewhat significant for Nintendo. A release date is also announced which could drive sales for the game, and positively contribute to revenue for Nintendo if sold through their eShop. If the platform is truly 'Nintendo Switch 2,' that represents a new hardware announcement, making this more impactful."
2025-09-25,変わる伝説、新たな歴史。『龍が如く 極３ / 龍が如く３外伝 Dark Ties』がNintendo Switch 2 で2026年2月12日に発売決定。ダウンロード版ソフトの予約も本日より開始。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxQcVJ5RGJaelRqZk9hdzY5MXJTMDVjT1N0M1RPUTdJSEZCWjMxa1FBZ3JHRG00QTVFZWdxeWZDeWFPYVpJT2tReUdpaEVHUnBBRkNBNHBxUkFWdnFPdXlvUjZuWHo0bVNBaTBvMXBzc09McW1QSjdlaTJxTHJwQy1yWVBfYk83Zw?oc=5,,12835.0,0.6,0.7,positive,0.6,third_party_game,"The text announces the release of a 'Yakuza' (龍が如く) game on the Nintendo Switch 2. While it is a third-party game, the announcement includes the Nintendo Switch 2, making it somewhat significant for Nintendo. A release date is also announced which could drive sales for the game, and positively contribute to revenue for Nintendo if sold through their eShop. If the platform is truly 'Nintendo Switch 2,' that represents a new hardware announcement, making this more impactful."
2025-09-26,Switch 2販売好調の中、任天堂（東証：7974）のリーダーシップ交代に投資家はどう反応するか - simplywall.st,https://news.google.com/rss/articles/CBMikAFBVV95cUxOeGdlWEJQRmRLV0NRWHFIZW5YbVZwSFFYSHFqNF9RcTlDS1lQQThkcmlWemphRHplc0JUWjhwREFrNEpaU3Q1TlAybEVUeTBEakF3RTBkSGk1ZG9nWkUxYndwd3FTcmtwWUJub0tFSmNCay00NVJOMG9idFZQc3FLc1hUY3NnTGRsSWhrLWdWMHPSAZYBQVVfeXFMTnBmdlF4a2U3R1A0UXJ0ZWdFdzNNRW0xeDNlWHlfTWR2eHBNNDY4dTdhajlFRDNaN2MtTEgtUVJtSjdoa1JSeHU3cnhfMzBqM2MzeHBmLUtVZjBSOGhsQ25zRXVaY3ZPcW9fWnpBd0NDNnZ6M3lKQ2dtZ3pITlI4MFhUa0ZOeUhvdVJ3S2FnZ2E4a3VUSFNB?oc=5,,13000.0,0.3,0.6,positive,0.4,other,"The text discusses a potential change in leadership at Nintendo and how investors might react in the context of strong Switch 2 sales (likely speculation, as no Switch 2 is officially announced). While potentially impactful, the lack of concrete details and the speculative nature of the Switch 2 sales temper the likely stock movement. The leadership change aspect is a relevant, potentially market-moving factor if the leader is high-profile."
2025-09-26,Switch 2販売好調の中、任天堂（東証：7974）のリーダーシップ交代に投資家はどう反応するか - simplywall.st,https://news.google.com/rss/articles/CBMikAFBVV95cUxOeGdlWEJQRmRLV0NRWHFIZW5YbVZwSFFYSHFqNF9RcTlDS1lQQThkcmlWemphRHplc0JUWjhwREFrNEpaU3Q1TlAybEVUeTBEakF3RTBkSGk1ZG9nWkUxYndwd3FTcmtwWUJub0tFSmNCay00NVJOMG9idFZQc3FLc1hUY3NnTGRsSWhrLWdWMHPSAZYBQVVfeXFMTnBmdlF4a2U3R1A0UXJ0ZWdFdzNNRW0xeDNlWHlfTWR2eHBNNDY4dTdhajlFRDNaN2MtTEgtUVJtSjdoa1JSeHU3cnhfMzBqM2MzeHBmLUtVZjBSOGhsQ25zRXVaY3ZPcW9fWnpBd0NDNnZ6M3lKQ2dtZ3pITlI4MFhUa0ZOeUhvdVJ3S2FnZ2E4a3VUSFNB?oc=5,,13000.0,0.3,0.6,positive,0.4,other,"The text discusses a potential change in leadership at Nintendo and how investors might react in the context of strong Switch 2 sales (likely speculation, as no Switch 2 is officially announced). While potentially impactful, the lack of concrete details and the speculative nature of the Switch 2 sales temper the likely stock movement. The leadership change aspect is a relevant, potentially market-moving factor if the leader is high-profile."
2025-10-01,任天堂ゲーム 10月発売タイトルリスト - Nintendo DREAM WEB,https://news.google.com/rss/articles/CBMiWEFVX3lxTE8zd1ZMSmhfUVg2aVBVdGx1MWRFM3NZR0g2eG9GNEdrMjU0bjk4Y05VVVNnOW9IOFdiZHBvUURiZHlLQ09zcUpna0toLVVNRFdNRFhnQWNVQmU?oc=5,,13000.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-02,宇宙を駆けるマリオのふたつの冒険。Nintendo Switchソフト『スーパーマリオギャラクシー + スーパーマリオギャラクシー 2』は本日発売。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxOQUZEMjZ5SllWbE91cGY4bEU4cGR3YjBBbXhUdC1OYm9sUFV0ZFVpZXp6RllEdW1qcF96dmZVTkN0SWRrOXhmMHIzRng0ZDN1ZVpBU2VpMmFwY1R3UW15ZHBkR1NsZzM1emFzbXFxVWJ0U2pwOG9uSlpzRzlaeDVqYzVhMDl2dw?oc=5,,12785.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-02,任天堂、シンガポールに子会社 - 日本経済新聞,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQWUhiSjl6em9HQlo4ZlMxOXFJN2laYWtsUUVUZGtIREJ4U2pxdlBWMEN6MjRxZFNtZ1o5LTBCS29IeXR1VlJxTDFwSkx1ZEw4UXZWRlh4M0VweF9mTE5Db0xJUzk5RHcwcko5SmRSdzhEeVJBTUlqRXBacUpFS3VRYUtEVHdFbEo0WFFobTRQUWtwa0RsQ0U2U2tBbkJ6TXN6QjhpX3JMVEg?oc=5,,12785.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-02,『Pokémon LEGENDS Z-A（ゼットエー）』の新たな映像を公開。新しく発見されたメガシンカポケモンも改めてご紹介。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxQdEJJUjRGTWptYTU2YlI2Z2UyTml0eGtPaWxCUUxyemJzUkdEM1pZclBGWEhhUXBSX08zUWp3TUR4RTNFZmJqMnBaZ19HVDNibW5BMVZDVzAtZkx3cFhRdVVYT0Vqc09VQzl4TzJPOExlTFgzSGJpU09rcDQ1a2F0TzVNRHFfQQ?oc=5,,12785.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-03,ジャケットの組成誤表記に関するお詫び - Nintendo,https://news.google.com/rss/articles/CBMidEFVX3lxTFBmbGlkcThHY3ZzYzUySnBzNWlQR0JzV3B0cnRVa0Izczd6REhjU29pTWxkZG1CRXR4U0VGS3hERXd1LWlBUlN2eHNkeUY4V0UxTDlNU2d5OFlxWkZmZDZqdElYQXlEMnB6S2xaSzNGMGMycDRx?oc=5,,12660.0,-0.3,0.4,negative,0.0,unknown,nan
2025-10-03,OpenAI「Sora 2」、任天堂ゲームや日本のアニメキャラを声まで再現 著作権問題で波乱か #エキスパートトピ - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOUZyNDRaSlNYeWh5NHlBeFNPd19MaFBEeF8yRHlQVG5RaGVRRXpxVXN0czdkM0cxSDBBYm9iUjZBLU9yN2NPakNseDFOT0wydzBuUjRiVE95dUdoVmpNRGFyWGdPQWR5bWkzSjd0U1g5VTdoLXl6YXZSZlJ4OU1SN1ljSXNuRUh5?oc=5,,12660.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-03,「Nintendo Live 2025 TOKYO」本日10月4日から2日間にわたり東京ビッグサイトにて開催 - GAME Watch,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9fQ3NYUVdWdGF0VHBQX0ZaeEdBMHZWQl9kVEVwenU2OXJKbFl2QWNMTGE0UjFiY3RHZUpuVTZPamNwUy03dWg3bnJ3M0h4SjFKblc2RWdSTUF2Ynhqb1ZpcTE0bXVWZw?oc=5,,12660.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-03,任天堂、生成AIに関して声明「事実はありません」 - オリコンニュース,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9TMTl2U2E0RWI1Mi12Z1kwR2xLcnpmUnhweTdoNnFva05lS1Rid2F6QkNjd0xtSnhQT0dib3N1M0JCSWNOaktzYVFDd1JLV0F6V2RqSUR3?oc=5,,12660.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-03,任天堂「生成AIに関連して日本政府に働きかけをしている事実はない」と声明。生成AIの有無に関わらずIPの侵害には適切な対応をとる方針 - ファミ通,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5XZ3J5MnRMdjNPWVlibTVKd1FOQTkwYUxZb2JrN1JkTGFSNGxOU1V4ZXl3MVBWbWxBWXF0ajFaZWlxQmNRSVBYUzJXZ3hmNHdhMEc2QlVlMNIBXEFVX3lxTE0ydHN2dDBqdDlPTFU1Q1g0bFloamhMZGNZREpuZ3FKbGJGUWJyWkhOMDlCRk9ueGRxY2FIaDJBaVAtZFpqcFdseUFnMkNmWGgxTWJ2aS1OaklGampu?oc=5,,12660.0,-0.1,0.3,neutral,0.0,unknown,nan
2025-10-06,「任天堂様」トレンド入り 「Switch 2」招待販売、案内開始で - ASCII.jp,https://news.google.com/rss/articles/CBMiVEFVX3lxTE8zUjd2MnVDWGhtWE5sNS1xZEVBQ1JUR3VDNVJkNHRGcjBoc1ljZktJR3JQY0NzbmQ0djFaWGU4ZnJmYkpoYURSU1c3NXNhZFdndW14TQ?oc=5,,12865.0,0.4,0.6,positive,0.7,hardware,"The article title references ""Switch 2"" and the start of invite-only sales, directly impacting Nintendo's hardware roadmap and future sales expectations. This is highly relevant to the stock."
2025-10-10,任天堂による約7億円の損害賠償請求…コミュニティでは「自業自得だ」の声多数。海賊版サイト運営者をめぐり議論白熱 - Game*Spark,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1SN1RGLXNsRVIzSzFibG02RU9iODJUZUYyS0JWblFvc1JfY2ZYR3hRRS1ram1GZlpIWFY1ZWVyV0lDUklyOTZwenpIQ2tpeUZmMy1UN0ZSSms2RmkxOFFnWVc4WjQ4QQ?oc=5,,12385.0,0.0,0.5,neutral,,unknown,
2025-10-10,任天堂，「ピクミン」が登場するもうひとつの「Close to you」を公開。詳細は不明なかわいいCGアニメーション - 4Gamer.net,https://news.google.com/rss/articles/CBMiY0FVX3lxTFA2RVpaTDVUTTRJWnFCaVUzS25uOUEwV3hEOTNlMzR2d3ZDY2FoT0t2cG4yRDlMa2tScjFFejZSMjdyYWRWNDVfZ1JGdG5vM0hHNlFSdVk1OWdNbXFPeUhlMElHNA?oc=5,,12385.0,0.0,0.5,neutral,,unknown,
2025-10-10,PlayStationストアに『どうぶつの森』っぽいオンラインゲーム登場。任天堂に新たなチャレンジか（多根清史） - エキスパート - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZ1FyMHJxRVJxVEJpSXE5YndqcXJ6cW5OOWJIMWtFXzNaYkcxWjBNMVRrNi1TUG91Rm05a2tQQnVCV0xUZVUzMXQtY21DeHhyaksyRlhXTWhlUWJORGNUdjQ1NTlZc0lWRElSbWN0TEdZbWpYOU0xMUlET195eVZobnhnRDNNZzVG?oc=5,,12385.0,0.0,0.5,neutral,,unknown,
2025-10-14,任天堂直営ストア「Nintendo FUKUOKA」11月14日オープン！東京/大阪/京都に続く国内4店舗目、九州に初出店へ（インサイド） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE5LUGdNRElnYl9kTHNlUEthN1pMMGdPWlQtQk9nWElsaEM0aUNVaW1hYkc1TEhfYzZkaUJzQm1zc1I5WXB1SVlXN0J2a3ZMTnAyeFRmSndoZXY5ZnpxS1NPak1hZXdrME5nVkZRZk5fQUdPSzVjUHBfT0dFVG0zMTQ?oc=5,,12400.0,0.0,0.5,neutral,,unknown,
2025-10-14,任天堂にサイバー攻撃か 新手のハッカー集団が犯行を主張 - ITmedia,https://news.google.com/rss/articles/CBMibEFVX3lxTE5hY0pHTHdGYkhpb1dqa3JHaEpqNkIwRHktM29lUktva0ZSTXJTbG53VkR4RnpnMldZOHFHd01uSGU0UmhBTzUyNG5PYnpadjdMUF9OZEVnclBweEZySXZranVLeWZhaFhEYzNIQQ?oc=5,,12400.0,0.0,0.5,neutral,0.6,legal,"The text discusses a potential cyber attack on Nintendo, claimed by a new hacking group. This could have a moderate impact on Nintendo's stock due to concerns about data security, potential financial losses related to the breach (e.g., remediation costs, fines), and reputational damage. While the severity of the attack is unknown, cyberattacks are taken seriously by investors."
2025-10-14,任天堂直営オフィシャルストア、福岡店オープンの詳細を発表 国内4店舗目（中日スポーツ） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1mVERINnVRa1M3RVBNcUVFN0p3eE1qbE9vd0dYNUhCMFdmdjJQWkZxNFVtMTl3R21VU0U3Z1QtTkxGdEpJaXdnVll3MF8xZXhsaVh2c2VwV1owY2VzUGhQUzdkVzh6eUVYRHlzT1BSYlFIYUgwVWUtcEFLdDlPdGc?oc=5,,12400.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-14,任天堂、直営オフィシャルストア「Nintendo FUKUOKA」を11月14日にオープン！九州では初の出店 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE96VnR3XzljVkFHeUpfb3ZlNHJKX0pwaDZnTGxhSjNGRTgzT0hfTjB2cWllYmtqelNBemJBdWZ1Z1hYQXg2?oc=5,,12400.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-15,任天堂スイッチ2専用「Pokémon Wind／Wave」2026年登場か 早くも次回作の噂 - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1adzZDZDNOR2lzVm16TjJvMDI2OWx3X3daZnRaREhxVnZEZHktM1dkQ3JCTTNBSjFOV3ViaFgxd0QzWnRacHdhVUZQVVdZc2pWV3lvWVJZcUQ0ZWZ3bmdFNzNyRkg5MWlmQ2VWQXpKaUNyenEtYXM4NmxnTGZUZUk?oc=5,,12515.0,0.0,0.5,neutral,,unknown,
2025-10-15,任天堂スイッチ2専用「Pokémon Wind／Wave」2026年登場か 早くも次回作の噂 - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9URloxODQ0bjU2dHMzT3VxVGhKeXJRcERLNmtqdGF3UXNJaU44U0dPRHN6MERoR2lSdklMLWlrMW54S0VockM5UVpkNkJMZ3hOdmc?oc=5,,12515.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-15,任天堂にサイバー攻撃情報、一部社外サーバー書き換えも「漏洩ない」 新手ハッカー集団か - 産経ニュース,https://news.google.com/rss/articles/CBMidkFVX3lxTE9EU3VoSkJudUhFSGptakxOVkxFZnZpZlRIX0g1bnBEU2FWemNFMkh6UWIzc0pFSi1xbExhTFlHYzYyLXNQZExoQzFtalRPOUxaMDVZTVlSSVJadk8yWHUxR0tmTlhsVzktTmxHUThjRTZpY0FIZVE?oc=5,,12515.0,0.0,0.5,neutral,0.0,unknown,nan
